,DAP,Date,Planting_num,Planting_name,Field_name,Account_name,Crop_name,Crop_height,Root,blank1,FEW,Kcb used,Ke,Evap (mm),Transpiration (mm),ET (mm),Pot transpiration (mm),Cumulative potential ET (mm),Cumulative actual ET (mm),Reference ET (mm),one minus C,blank2,DOY,WC L1,WC L2,WC L3,WC L4,WC L5,WC L6,WC L7,WC L8,WC L9,WC L10,WC L11,WC L12,WC L13,blank3,Dep L1,Dep L2,Dep L3,Dep L4,Dep L5,Dep L6,Dep L7,Dep L8,Dep L9,Dep L10,Dep L11,Dep L12,Dep L13,blank4,AF L1,AF L2,AF L3,AF L4,AF L5,AF L6,AF L7,AF L8,AF L9,AF L10,AF L11,AF L12,AF L13,blank5,Inf L1,Inf L2,Inf L3,Inf L4,Inf L5,Inf L6,Inf L7,Inf L8,Inf L9,Inf L10,Inf L11,Inf L12,Inf L13,blank6,Pdep L1,Pdep L2,Pdep L3,Pdep L4,Pdep L5,Pdep L6,Pdep L7,Pdep L8,Pdep L9,Pdep L10,Pdep L11,Pdep L12,Pdep L13,blank7,zwt,"Eq._Max (elev, m)",Eq. Max number,Irrigation (mm) + Rain (mm),Leaching (mm),Depth difference (mm),ET (mm),Sum of sources and sinks,Kcb_used,Cumulative Potential ET (mm)
71,52,2018-08-25,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.58,582,0,0.58,,0.14572285,0.91266418,6.711445301,-7.624109481,6.711445301,,123.1739964,6.263013532,0,0,238,0.3,0.3,0.287123446,0.293901594,0.3136205,0.270893925,0.27917311,0.25541433,0,0,0,0,,0,-0.004,-0.008,-0.007424689,-0.000780319,0.0072759,0.008910608,0.009082689,0.011458567,0,0,0,0,,0,0,0,0,0.181289544,0.241719392,0.30214924,0.222222278,0.052619546,0,0,0,0,,0,0,0,0,-0.00095986,-0.001193683,0.000151361,-0.002171531,0.001029983,0,0,0,0,,0,-15.38461538,-36.36363636,-37.12344644,-3.251327926,22.73718767,63.64719661,60.55125969,71.61604345,0,0,0,0,,0,0,0,0,1.778,0,-5.846109481,-7.624109481,8.489445301,0.14572285,123.1739964
72,53,2018-08-26,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.130642487,0.990793092,8.418244007,-9.4090371,8.418244007,,131.5922404,7.58400361,0,0,239,0.3,0.3,0.281727837,0.289232085,0.299522391,0.27814651,0.247991531,0.269208683,0,0,0,0,,0,-0.004,-0.008,-0.006345567,0.000153583,0.010095522,0.008185349,0.012200847,0.010079132,0,0,0,0,,0,0,0,0,0.189374559,0.252499413,0.208615034,0.316934029,0.032576965,0,0,0,0,,0,0,0,0,-0.001079122,-0.000742047,-0.001867032,0.000258335,-0.000732738,0,0,0,0,,0,-15.38461538,-36.36363636,-31.7278369,0.639929344,31.54850553,58.46677855,81.33897902,62.9945731,0,0,0,0,,0,0,0,0,0,0,-9.4090371,-9.4090371,8.418244007,0.130642487,131.5922404
73,54,2018-08-27,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.12821826,1.039690866,8.386932268,-9.426623133,9.000721561,,140.592962,8.108758163,0,0,240,0.3,0.3,0.277301191,0.279188608,0.287895165,0.254485702,0.250844614,0.248120736,0,0,0,0,,0,-0.004,-0.008,-0.005460238,0.002162278,0.012420967,0.01055143,0.011915539,0.012187926,0,0,0,0,,0,0,0,0,0.217019974,0.289359965,0.273137535,0.171810303,0.048672223,0,0,0,0,,0,0,0,0,-0.000885329,-0.001067098,-0.00095664,-0.001023382,0.000708267,0,0,0,0,,0,-15.38461538,-36.36363636,-27.30119064,9.00949342,38.81552206,75.36735539,79.43692401,76.1745398,0,0,0,0,,0,0,0,0,0,0,-9.426623133,-9.426623133,8.386932268,0.12821826,140.592962
74,55,2018-08-28,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.111591993,0.855492238,6.657559887,-7.513052125,8.50953871,,149.1025007,7.66625109,0,0,241,0.3,0.3,0.27167567,0.26998593,0.27329567,0.248297764,0.234732207,0.235010237,0,0,0,0,,0,-0.004,-0.008,-0.004335134,0.004002814,0.015340866,0.011170224,0.013526779,0.013498976,0,0,0,0,,0,0,0,0,0.24410804,0.325477387,0.182212927,0.212953244,0.035248402,0,0,0,0,,0,0,0,0,-0.001125104,-0.000918322,-0.001108464,-0.000199051,-2.42669E-05,0,0,0,0,,0,-15.38461538,-36.36363636,-21.67567036,16.67839187,47.94020642,79.7873112,90.17852872,84.36860188,0,0,0,0,,0,0,0,31.75,32.258,0,24.74494788,-7.513052125,38.91555989,0.111591993,149.1025007
75,56,2018-08-29,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.132061166,0.882525876,7.417803091,-8.300328967,7.417803091,,156.5203038,6.682705487,0,0,242,0.3,0.3,0.265938614,0.261523443,0.261571845,0.243624241,0.403712179,0.37,0,0,0,0,,0,-0.004,-0.008,-0.003187723,0.005695311,0.017685631,0.011637576,-0.003371218,0,0,0,0,0,,0,0,0,0,0.295336732,0.372731377,0.180895438,0.123057507,0.027978946,0,0,0,0,,0,0,0,0,-0.001147411,-0.000873687,-0.00073697,0,0.01771726,0,0,0,0,,0,-15.38461538,-36.36363636,-15.93861425,23.73046391,55.26759661,83.12554181,-22.47478617,0,0,0,0,0,,0,0,0,0,0,0,-8.300328967,-8.300328967,7.417803091,0.132061166,156.5203038
76,57,2018-08-30,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.176516456,1.119685219,7.040989952,-8.160675171,7.040989952,,163.5612937,6.343234191,0,0,243,0.3,0.3,0.260417682,0.256092826,0.255414346,0.274217424,0.280312627,0.414021177,0,0,0,0,,0,-0.004,-0.008,-0.002083536,0.006781435,0.018917131,0.008578258,0.008968737,-0.004402118,0,0,0,0,,0,0,0,0,0.190026072,0.206068434,0.097169303,0.443394167,0.063342024,0,0,0,0,,0,0,0,0,-0.001104186,-0.000780734,-0.000483659,0.003296442,-0.005754502,0,0,0,0,,0,-15.38461538,-36.36363636,-10.41768197,28.25597802,59.11603379,61.2732685,59.79158201,-27.51323583,0,0,0,0,,0,0,0,0,0,0,-8.160675171,-8.160675171,7.040989952,0.176516456,163.5612937
77,58,2018-08-31,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.179564776,1.356280214,8.29636099,-9.652641204,8.383999764,,171.9452935,7.553152941,0,0,244,0.3,0.3,0.255550441,0.250666148,0.254480543,0.255544833,0.255540916,0.398314174,0,0,0,0,,0,-0.004,-0.008,-0.001110088,0.00786677,0.019103891,0.010445517,0.011445908,-0.002831417,0,0,0,0,,0,0,0,0,0.192166938,0.190461736,0.225515073,0.327800606,0.064055646,0,0,0,0,,0,0,0,0,-0.000973448,-0.000705738,0.00044854,0.00016913,0,0,0,0,0,,0,-15.38461538,-36.36363636,-5.550440717,32.77821006,59.69966073,74.6108338,76.30605593,-17.69635846,0,0,0,0,,0,0,0,0,0,0,-9.652641204,-9.652641204,8.29636099,0.179564776,171.9452935
78,59,2018-09-01,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.145299403,0.70323619,4.468561332,-5.171797521,5.372301283,,177.3175948,4.839911066,0,0,245,0.3,0.3,0.251107583,0.242057586,0.247378578,0.239158667,0.236040221,0.377981392,0,0,0,0,,0,-0.004,-0.008,-0.000221517,0.009588483,0.020524284,0.012084133,0.013395978,-0.000798139,0,0,0,0,,0,0,0,0,0.244805379,0.239169451,0.18834559,0.246077787,0.081601793,0,0,0,0,,0,0,0,0,-0.000888572,-0.00057929,-1.5447E-05,-9.14806E-05,0,0,0,0,0,,0,-15.38461538,-36.36363636,-1.107582538,39.95201136,64.13838871,86.31523814,89.30651957,-4.988370036,0,0,0,0,,0,0,0,0,9.144,0,3.972202479,-5.171797521,13.61256133,0.145299403,177.3175948
79,60,2018-09-02,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.158021435,1.001803674,6.469866203,-7.471669877,7.03703317,,184.354628,6.339669523,0,0,246,0.3,0.293775427,0.252855415,0.236950002,0.242297527,0.233822393,0.318410663,0.37,0,0,0,0,,0,-0.004,-0.006755085,-0.000571083,0.01061,0.021540495,0.012617761,0.005158934,0,0,0,0,0,,0,0,0,0,0.325620651,0.283085605,0.135031548,0.147721978,0.108540217,0,0,0,0,,0,0,0,-0.001244915,-0.000895348,-0.000461809,-0.000213034,-0.000143265,0.008753884,0,0,0,0,,0,-15.38461538,-30.7049338,-2.855415074,44.20833177,67.31404581,90.126862,34.39289123,0,0,0,0,0,,0,0,0,0,0,0,-7.471669877,-7.471669877,6.469866203,0.158021435,184.354628
80,61,2018-09-03,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.149344698,0.594923508,3.553639489,-4.148562997,4.421751166,,188.7763791,3.983559609,0,0,247,0.3,0.288996221,0.252420312,0.23331415,0.237955102,0.250419866,0.326945653,0.296536009,0,0,0,0,,0,-0.004,-0.005799244,-0.000484062,0.01133717,0.02240898,0.010958013,0.004305435,0.007346399,0,0,0,0,,0,0,0,0,0.210161765,0.166529402,0.062877458,0.490377453,0.070053922,0,0,0,0,,0,0,0,-0.000955841,-0.001042862,-0.000410314,-0.000201376,0.00186518,0.005891356,0,0,0,0,,0,-15.38461538,-26.36020074,-2.420312371,47.23820804,70.02806122,78.27152427,28.70289809,45.91499425,0,0,0,0,,0,0,0,0,5.334,0,1.185437003,-4.148562997,8.887639489,0.149344698,188.7763791
81,62,2018-09-04,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.099122691,0.44939107,4.24837939,-4.69777046,5.032390482,,193.8087696,4.533685119,0,0,248,0.3,0.285160291,0.250924943,0.23332169,0.23827744,0.268190163,0.268677983,0.358890594,0,0,0,0,,0,-0.004,-0.005032058,-0.000184989,0.011335662,0.022344512,0.009180984,0.010132202,0.001110941,0,0,0,0,,0,0,0,0,0.191651867,0.145160044,0.131544147,0.46615784,0.065486102,0,0,0,0,,0,0,0,-0.000767186,-0.00106626,-0.00038369,0.000196624,0.002441114,-0.001729096,0,0,0,0,,0,-15.38461538,-22.87299209,-0.924942539,47.2319246,69.82659988,65.57845481,67.54801105,6.94337903,0,0,0,0,,0,0,0,0,0,0,-4.69777046,-4.69777046,4.24837939,0.099122691,193.8087696
82,63,2018-09-05,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.088855937,0.28295539,2.749824719,-3.032780108,3.534715766,,197.3434854,3.184428618,0,0,249,0.3,0.281876371,0.249123481,0.231918085,0.239286525,0.252156692,0.293767077,0.313817072,0,0,0,0,,0,-0.004,-0.004375274,0.000175304,0.011616383,0.022142695,0.010784331,0.007623292,0.005618293,0,0,0,0,,0,0,0,0,0.215888199,0.164596515,0.234712792,0.309795962,0.075006532,0,0,0,0,,0,0,0,-0.000656784,-0.001017076,-0.000380623,0.000520463,-8.57353E-05,0.003739305,0,0,0,0,,0,-15.38461538,-19.88761019,0.876518956,48.40159618,69.19592197,77.03093403,50.82194895,35.11432975,0,0,0,0,,0,0,0,0,0,0,-3.032780108,-3.032780108,2.749824719,0.088855937,197.3434854
83,64,2018-09-06,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.094968571,0.340802087,2.951088681,-3.291890768,3.983321127,,201.3268065,3.588577592,0,0,250,0.3,0.27894998,0.247186761,0.232381153,0.239911324,0.260276708,0.283123602,0.293563217,0,0,0,0,,0,-0.004,-0.003789996,0.000562648,0.011523769,0.022017735,0.009972329,0.00868764,0.007643678,0,0,0,0,,0,0,0,0,0.195423032,0.15555588,0.144987835,0.434597856,0.069435396,0,0,0,0,,0,0,0,-0.000585278,-0.000972622,-0.000342629,0.000210082,0.001420775,0.001551495,0,0,0,0,,0,-15.38461538,-17.22725455,2.813239135,48.0157055,68.80542248,71.23092291,57.91759843,47.77298954,0,0,0,0,,0,0,0,0,0,0,-3.291890768,-3.291890768,2.951088681,0.094968571,201.3268065
84,65,2018-09-07,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.053241766,0.151642081,2.206397716,-2.358039797,3.161478692,,204.4882852,2.848179002,0,0,251,0.3,0.276267758,0.245341892,0.23220171,0.241046579,0.259408435,0.270828186,0.280950557,0,0,0,0,,0,-0.004,-0.003253552,0.000931622,0.011559658,0.021790684,0.010059157,0.009917181,0.008904944,0,0,0,0,,0,0,0,0,0.20217377,0.161759762,0.186477885,0.381882675,0.067705908,0,0,0,0,,0,0,0,-0.000536444,-0.000905418,-0.000344674,0.000359744,0.00082323,0.000720658,0,0,0,0,,0,-15.38461538,-14.78887086,4.658107593,48.16524164,68.09588835,71.85111792,66.11454255,55.655902,0,0,0,0,,0,0,0,0,0,0,-2.358039797,-2.358039797,2.206397716,0.053241766,204.4882852
85,66,2018-09-08,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.10393558,0.406352093,2.910734841,-3.317086934,4.339715275,,208.8280005,3.909653401,0,0,252,0.3,0.273783087,0.243585697,0.232372634,0.242330346,0.255031776,0.265624274,0.27252308,0,0,0,0,,0,-0.004,-0.002756617,0.001282861,0.011525473,0.021533931,0.010496822,0.010437573,0.009747692,0,0,0,0,,0,0,0,0,0.22044604,0.180911684,0.199522154,0.336257022,0.0628631,0,0,0,0,,0,0,0,-0.000496934,-0.000848173,-0.000327597,0.00032832,0.000330879,0.000552405,0,0,0,0,,0,-15.38461538,-12.53007925,6.41430292,48.02280511,67.29353371,74.97730262,69.58381765,60.92307519,0,0,0,0,,0,0,0,0,0,0,-3.317086934,-3.317086934,2.910734841,0.10393558,208.8280005
86,67,2018-09-09,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.075197274,0.351088861,3.240173508,-3.591262368,5.182483544,,214.010484,4.668904094,0,0,253,0.3,0.271462868,0.241959182,0.23132628,0.242137961,0.25009044,0.257181892,0.263106875,0,0,0,0,,0,-0.004,-0.002292574,0.001608164,0.011734744,0.021572408,0.010990956,0.011281811,0.010689312,0,0,0,0,,0,0,0,0,0.234885845,0.197068118,0.188463339,0.320719597,0.0588631,0,0,0,0,,0,0,0,-0.000464044,-0.000789347,-0.000314927,0.000220209,0.000274642,0.000363933,0,0,0,0,,0,-15.38461538,-10.4207892,8.04081836,48.89476674,67.41377421,78.50682859,75.21207219,66.8082031,0,0,0,0,,0,0,0,0,0,0,-3.591262368,-3.591262368,3.240173508,0.075197274,214.010484
87,68,2018-09-10,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.101880445,0.519494593,3.249465277,-3.768959869,5.659957589,,219.6704416,5.099060891,0,0,254,0.3,0.269289016,0.240370188,0.229456029,0.240689016,0.244394741,0.249143068,0.255092858,0,0,0,0,,0,-0.004,-0.001857803,0.001925962,0.012108794,0.021862197,0.011560526,0.012085693,0.011490714,0,0,0,0,,0,0,0,0,0.256452064,0.218028679,0.179758765,0.290240379,0.055520112,0,0,0,0,,0,0,0,-0.00043477,-0.000752569,-0.00029567,0.000120992,0.000133871,0.000270418,0,0,0,0,,0,-15.38461538,-8.44455989,9.629812101,50.45330904,68.31936481,82.57518533,80.57128802,71.81696378,0,0,0,0,,0,0,0,31.75,33.02,0,29.25104013,-3.768959869,36.26946528,0.101880445,219.6704416
88,69,2018-09-11,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.140933595,0.765517329,6.02925252,-6.794769849,6.02925252,,225.6996941,5.431759027,0,0,255,0.3,0.267236204,0.23877514,0.227136601,0.238322273,0.31780913,0.37,0.37,0,0,0,0,,0,-0.004,-0.001447241,0.002244972,0.01257268,0.022335545,0.004219087,0,0,0,0,0,0,,0,0,0,0,0.282225821,0.240610573,0.165424187,0.258227735,0.053511684,0,0,0,0,,0,0,0,-0.000410562,-0.000729572,-0.000276375,3.21325E-05,0.007911112,0.020835907,0,0,0,0,,0,-15.38461538,-6.578367194,11.22485961,52.3861659,69.79857949,30.1363356,0,0,0,0,0,0,,0,0,0,0,0,0,-6.794769849,-6.794769849,6.02925252,0.140933595,225.6996941
89,70,2018-09-12,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.155043678,0.951064424,6.808929758,-7.759994182,6.808929758,,232.5086239,6.134170953,0,0,256,0.3,0.265279887,0.237169117,0.224995502,0.241773175,0.34761858,0.306263126,0.3404848,0,0,0,0,,0,-0.004,-0.001055977,0.002566177,0.0130009,0.021645365,0.001238142,0.006373687,0.00295152,0,0,0,0,,0,0,0,0,0.145958119,0.123441506,0.281000144,0.393400202,0.056200029,0,0,0,0,,0,0,0,-0.000391263,-0.000712468,-0.00026067,0.001173771,0.005848937,0.001847159,0,0,0,0,,0,-15.38461538,-4.799897238,12.83088321,54.17041504,67.64176541,8.843871112,42.49124962,18.44700022,0,0,0,0,,0,0,0,0,0,0,-7.759994182,-7.759994182,6.808929758,0.155043678,232.5086239
90,71,2018-09-13,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.186312162,1.231275726,6.434099172,-7.665374898,7.335624477,,239.8442484,6.6086707,0,0,257,0.3,0.263400886,0.235584684,0.222839636,0.245629439,0.278742763,0.34640595,0.295143924,0,0,0,0,,0,-0.004,-0.000680177,0.002883063,0.013432073,0.020874112,0.008125724,0.002359405,0.007485608,0,0,0,0,,0,0,0,0,0.140020081,0.131815947,0.280063066,0.392088292,0.056012613,0,0,0,0,,0,0,0,-0.0003758,-0.000692687,-0.000170473,0.001498305,-0.003482347,0.003201637,0,0,0,0,,0,-15.38461538,-3.091714173,14.41531634,55.96696986,65.23160062,58.04088363,15.72936662,46.78504744,0,0,0,0,,0,0,0,0,0,0,-7.665374898,-7.665374898,6.434099172,0.186312162,239.8442484
91,72,2018-09-14,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.191726065,1.264554993,5.499943096,-6.764498089,7.321153956,,247.1654023,6.595634195,0,0,258,0.3,0.261588444,0.234028757,0.221265209,0.244412561,0.294920593,0.250957736,0.310079906,0,0,0,0,,0,-0.004,-0.000317689,0.003194249,0.013746958,0.021117488,0.006507941,0.011904226,0.005992009,0,0,0,0,,0,0,0,0,0.143713557,0.151301279,0.228241309,0.418850117,0.057893738,0,0,0,0,,0,0,0,-0.000362488,-0.000673674,-6.38917E-05,0.00066622,0.00375253,-0.003097368,0,0,0,0,,0,-15.38461538,-1.444040142,15.97124285,57.27899251,65.99214956,46.48529106,79.36150935,37.45005845,0,0,0,0,,0,0,0,0,0,0,-6.764498089,-6.764498089,5.499943096,0.191726065,247.1654023
92,73,2018-09-15,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.145857299,0.725710962,3.541008253,-4.266719214,5.522789552,,252.6881919,4.975486083,0,0,259,0.296801152,0.263033881,0.232533545,0.219430467,0.244331973,0.250248947,0.274408736,0.273983477,0,0,0,0,,0,-0.00336023,-0.000606776,0.003493291,0.014113907,0.021133605,0.010975105,0.009559126,0.009601652,0,0,0,0,,0,0,0,0,0.175268691,0.186029053,0.365918843,0.197568442,0.075214971,0,0,0,0,,0,0,-0.00063977,-0.000350682,-0.000649725,-5.27051E-05,0.000954326,-0.001500305,0.00193141,0,0,0,0,,0,-12.92396314,-2.758073742,17.46645514,58.80794381,66.04251712,78.39360948,63.72750938,60.01032672,0,0,0,0,,0,0,0,0,0,0,-4.266719214,-4.266719214,3.541008253,0.145857299,252.6881919
93,74,2018-09-16,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.08958801,0.47387243,3.380124205,-3.853996635,5.871303492,,258.5594954,5.289462605,0,0,260,0.296801152,0.260938735,0.23147674,0.219184859,0.241201804,0.251011571,0.254455599,0.263562251,0,0,0,0,,0,-0.00336023,-0.000187747,0.003704652,0.014163028,0.021759639,0.010898843,0.01155444,0.010643775,0,0,0,0,,0,0,0,0,0.18685861,0.205387434,0.163354316,0.383931552,0.060468089,0,0,0,0,,0,0,0,-0.000419029,-0.00063039,-1.78438E-05,8.34011E-05,0.000738102,0.000102294,0,0,0,0,,0,-12.92396314,-0.853395529,18.52325963,59.0126171,67.99887243,77.84887783,77.02960034,66.52359301,0,0,0,0,,0,0,0,0,0,0,-3.853996635,-3.853996635,3.380124205,0.08958801,258.5594954
94,75,2018-09-17,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.113217303,0.599490464,3.04016265,-3.639653115,5.877497498,,264.4369929,5.295042791,0,0,261,0.29430522,0.261492318,0.230383014,0.218160577,0.238414815,0.242900628,0.248139105,0.253144418,0,0,0,0,,0,-0.002861044,-0.000298464,0.003923397,0.014367885,0.022317037,0.011709937,0.012186089,0.011685558,0,0,0,0,,0,0,0,0,0.221158335,0.23022747,0.199203793,0.289200114,0.060210288,0,0,0,0,,0,0,-0.000499186,-0.00038847,-0.000607215,-6.4529E-05,0.000156271,1.85098E-05,0.000364393,0,0,0,0,,0,-11.00401574,-1.356652492,19.61698612,59.86618613,69.74074085,83.64240883,81.24059655,73.03473874,0,0,0,0,,0,0,0,31.75,31.75,0,28.11034689,-3.639653115,34.79016265,0.113217303,264.4369929
95,76,2018-09-18,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.133920264,0.731824056,6.065734006,-6.797558061,6.065734006,,270.5027269,5.46462523,0,0,262,0.292637541,0.261048797,0.229539451,0.216874632,0.235256972,0.23728972,0.432795,0.37,0,0,0,0,,0,-0.002527508,-0.000209759,0.00409211,0.014625074,0.022948606,0.012271028,-0.0062795,0,0,0,0,0,,0,0,0,0,0.25005101,0.251371021,0.169858107,0.272718117,0.056001745,0,0,0,0,,0,0,-0.000333536,-0.00042224,-0.000590953,-8.79458E-05,4.46945E-05,0,0.019294697,0,0,0,0,,0,-9.721185291,-0.953452002,20.46054908,60.93780664,71.7143924,87.65020003,-41.86333338,0,0,0,0,0,,0,0,0,0,0,0,-6.797558061,-6.797558061,6.065734006,0.133920264,270.5027269
96,77,2018-09-19,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.147491873,0.82578583,5.730348214,-6.556134044,6.214730715,,276.7174576,5.5988565,0,0,263,0.291277344,0.260275279,0.228757461,0.214387428,0.231102996,0.263175249,0.215725793,0.512321868,0,0,0,0,,0,-0.002255469,-5.50557E-05,0.004248508,0.015122514,0.023779401,0.009682475,0.015427421,-0.014232187,0,0,0,0,,0,0,0,0,0.160073897,0.154549691,0.084347568,0.525900238,0.075128605,0,0,0,0,,0,0,-0.000272039,-0.000426743,-0.000583141,-0.000109616,-2.95403E-06,0.003097229,-0.015419721,0,0,0,0,,0,-8.674879886,-0.250253189,21.2425389,63.01047651,74.31062724,69.16053634,102.8494715,-88.95116735,0,0,0,0,,0,0,0,0,0,0,-6.556134044,-6.556134044,5.730348214,0.147491873,276.7174576
97,78,2018-09-20,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.147357332,0.667043595,4.092997613,-4.760041208,5.024645733,,281.7421033,4.526707868,0,0,264,0.290040059,0.259400472,0.227939968,0.209194285,0.227154408,0.237466557,0.342337645,0.37,0,0,0,0,,0,-0.002008012,0.000119906,0.004412006,0.016161143,0.024569118,0.012253344,0.002766235,0,0,0,0,0,,0,0,0,0,0.262384573,0.242969521,0.364598709,0,0.130047197,0,0,0,0,,0,0,-0.000247457,-0.000422418,-0.000585917,-0.000120991,0.000481592,0,0.012661185,0,0,0,0,,0,-7.72312215,0.54502544,22.06003219,67.33809549,76.77849518,87.523888,18.44156996,0,0,0,0,0,,0,0,0,0,19.304,0,14.54395879,-4.760041208,23.39699761,0.147357332,281.7421033
98,79,2018-09-21,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.051975031,0.111878559,2.389324224,-2.501202783,2.389324224,,284.1314275,2.152544346,0,0,265,0.288861761,0.258496601,0.22703015,0.208864251,0.224841844,0.366512956,0.37,0.37,0,0,0,0,,0,-0.001772352,0.00030068,0.00459397,0.01622715,0.025031631,-0.000651296,0,0,0,0,0,0,,0,0,0,0,0.141342069,0.133985881,0.089982479,0.555353374,0.079336196,0,0,0,0,,0,0,-0.000235659,-0.000416434,-0.000598397,-8.58912E-05,0,0.013272938,0.018312234,0,0,0,0,,0,-6.816739488,1.366726538,22.96984951,67.61312376,78.22384724,-4.652111581,0,0,0,0,0,0,,0,0,0,0,0.254,0,-2.247202783,-2.501202783,2.643324224,0.051975031,284.1314275
99,80,2018-09-22,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.17111541,0.634675775,4.117046547,-4.751722322,4.117046547,,288.2484741,3.709050943,0,0,266,0.287718081,0.257583604,0.22617285,0.209951971,0.229936455,0.347773695,0.378242236,0.351488293,0,0,0,0,,0,-0.001543616,0.000483279,0.00476543,0.016009606,0.024012709,0.00122263,-0.000824224,0.001851171,0,0,0,0,,0,0,0,0,0.108044462,0.096861979,0.305805215,0.428127301,0.061161043,0,0,0,0,,0,0,-0.000228736,-0.000411335,-0.000582796,-0.000107098,0.001143258,0,0.001847159,0,0,0,0,,0,-5.936985114,2.196723439,23.82715046,66.70669071,75.03971572,8.733074878,-5.494824059,11.56981663,0,0,0,0,,0,0,0,0,0,0,-4.751722322,-4.751722322,4.117046547,0.17111541,288.2484741
100,81,2018-09-23,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.150097686,0.733308148,5.324136059,-6.057444207,5.422948667,,293.6714227,4.88553934,0,0,267,0.28659741,0.256678082,0.225391906,0.210192681,0.228008282,0.391670857,0.275100332,0.372205011,0,0,0,0,,0,-0.001319482,0.000664384,0.004921619,0.015961464,0.024398344,-0.003167086,0.009489967,-0.000220501,0,0,0,0,,0,0,0,0,0.109191678,0.109149271,0.300638097,0.420893335,0.060127619,0,0,0,0,,0,0,-0.000224134,-0.000405239,-0.000561427,-6.37381E-05,0,0.005627457,-0.002953896,0,0,0,0,,0,-5.07493064,3.019925163,24.60809398,66.50609956,76.24482346,-22.62204078,63.26644541,-1.378131842,0,0,0,0,,0,0,0,0,0,0,-6.057444207,-6.057444207,5.324136059,0.150097686,293.6714227
101,82,2018-09-24,1,PI_F_R2_2018,Guar,Hadiqa,Guar,0.6,600,0,0.6,,0.155178218,0.937969688,5.921303601,-6.859273289,6.709358857,,300.3807816,6.044467438,0,0,268,0.285495982,0.255788474,0.224658222,0.209043824,0.23177003,0.312221226,0.349854623,0.31654957,0,0,0,0,,0,-0.001099196,0.000842305,0.005068356,0.016191235,0.023645994,0.004777877,0.002014538,0.005345043,0,0,0,0,,0,0,0,0,0.128388594,0.121410911,0.351376051,0.328549234,0.07027521,0,0,0,0,,0,0,-0.000220286,-0.000398207,-0.000544944,-9.11572E-05,0.0013076,-0.004766589,0.004458081,0,0,0,0,,0,-4.22767847,3.82866037,25.34177835,67.46348026,73.89373137,34.12769551,13.43025143,33.40651904,0,0,0,0,,0,0,0,0,0,0,-6.859273289,-6.859273289,5.921303601,0.155178218,300.3807816
